"";"IDNummer";"Produktionsdatum";"Herstellernummer";"Werksnummer";"Fehlerhaft"
"284025";"K7-113-1132-130780";2016-04-11;112;1132;0
"284026";"K7-113-1132-130781";2016-04-11;112;1132;0
"284027";"K7-113-1132-130782";2016-04-11;112;1132;0
"284028";"K7-113-1132-130783";2016-04-11;112;1132;0
"284029";"K7-113-1132-130784";2016-04-11;112;1132;0
"284030";"K7-113-1132-130785";2016-04-11;112;1132;0
"284031";"K7-113-1132-130786";2016-04-11;112;1132;0
"284032";"K7-113-1132-130787";2016-04-11;112;1132;0
"284033";"K7-113-1132-130788";2016-04-11;112;1132;0
"284034";"K7-113-1132-130789";2016-04-11;112;1132;0
"284035";"K7-113-1132-130790";2016-04-11;112;1132;0
"284036";"K7-113-1132-130791";2016-04-11;112;1132;0
"284037";"K7-113-1132-130792";2016-04-11;112;1132;0
"284038";"K7-113-1132-130793";2016-04-11;112;1132;0
"284039";"K7-113-1132-130794";2016-04-11;112;1132;0
"284040";"K7-113-1132-130795";2016-04-11;112;1132;0
"284041";"K7-113-1132-130796";2016-04-11;112;1132;0
"284042";"K7-113-1132-130797";2016-04-11;112;1132;0
"284043";"K7-113-1132-130798";2016-04-11;112;1132;0
"284044";"K7-113-1132-130799";2016-04-11;112;1132;0
"284045";"K7-113-1132-130800";2016-04-11;112;1132;0
"284046";"K7-113-1132-130801";2016-04-11;112;1132;0
"284047";"K7-113-1132-130802";2016-04-11;112;1132;0
"284048";"K7-113-1132-130803";2016-04-11;112;1132;0
"284049";"K7-113-1132-130804";2016-04-11;112;1132;0
"284050";"K7-113-1132-130805";2016-04-11;112;1132;0
"284051";"K7-113-1132-130806";2016-04-11;112;1132;0
"284052";"K7-113-1132-130807";2016-04-11;112;1132;0
"284053";"K7-113-1132-130808";2016-04-11;112;1132;0
"284054";"K7-113-1132-130809";2016-04-11;112;1132;0
"284055";"K7-113-1132-130810";2016-04-11;112;1132;0
"284056";"K7-113-1132-130811";2016-04-11;112;1132;0
"284057";"K7-113-1132-130812";2016-04-11;112;1132;0
"284058";"K7-113-1132-130813";2016-04-11;112;1132;0
"284059";"K7-113-1132-130814";2016-04-11;112;1132;0
"284060";"K7-113-1132-130815";2016-04-11;112;1132;0
"284061";"K7-113-1132-130816";2016-04-11;112;1132;0
"284062";"K7-113-1132-130817";2016-04-11;112;1132;0
"284063";"K7-113-1132-130818";2016-04-11;112;1132;0
"284064";"K7-113-1132-130819";2016-04-11;112;1132;0
"284065";"K7-113-1132-130820";2016-04-11;112;1132;0
"284066";"K7-113-1132-130821";2016-04-11;112;1132;0
"284067";"K7-113-1132-130822";2016-04-11;112;1132;0
"284068";"K7-113-1132-130823";2016-04-11;112;1132;0
"284069";"K7-113-1132-130824";2016-04-11;112;1132;0
"284070";"K7-113-1132-130825";2016-04-11;112;1132;0
"284071";"K7-113-1132-130826";2016-04-11;112;1132;0
"284072";"K7-113-1132-130827";2016-04-11;112;1132;0
"284073";"K7-113-1132-130828";2016-04-11;112;1132;0
"284074";"K7-113-1132-130829";2016-04-11;112;1132;0
"284075";"K7-113-1132-130830";2016-04-11;112;1132;0
"284076";"K7-113-1132-130831";2016-04-11;112;1132;0
"284077";"K7-113-1132-130832";2016-04-11;112;1132;0
"284078";"K7-113-1132-130833";2016-04-11;112;1132;0
"284079";"K7-113-1132-130834";2016-04-11;112;1132;0
"284080";"K7-113-1132-130835";2016-04-11;112;1132;0
"284081";"K7-113-1132-130836";2016-04-11;112;1132;0
"284082";"K7-113-1132-130837";2016-04-11;112;1132;0
"284083";"K7-113-1132-130838";2016-04-11;112;1132;0
"284084";"K7-113-1132-130839";2016-04-11;112;1132;0
"284085";"K7-113-1132-130840";2016-04-11;112;1132;0
"284086";"K7-113-1132-130841";2016-04-11;112;1132;0
"284087";"K7-113-1132-130842";2016-04-11;112;1132;0
"284088";"K7-113-1132-130843";2016-04-11;112;1132;0
"284089";"K7-113-1132-130844";2016-04-11;112;1132;0
"284090";"K7-113-1132-130845";2016-04-11;112;1132;0
"284091";"K7-113-1132-130846";2016-04-11;112;1132;0
"284092";"K7-113-1132-130847";2016-04-11;112;1132;0
"284093";"K7-113-1132-130848";2016-04-11;112;1132;0
"284094";"K7-113-1132-130849";2016-04-11;112;1132;0
"284095";"K7-113-1132-130850";2016-04-11;112;1132;0
"284096";"K7-113-1132-130851";2016-04-11;112;1132;0
"284097";"K7-113-1132-130852";2016-04-11;112;1132;0
"284098";"K7-113-1132-130853";2016-04-11;112;1132;0
"284099";"K7-113-1132-130854";2016-04-11;112;1132;0
"284100";"K7-113-1132-130855";2016-04-11;112;1132;0
"284101";"K7-113-1132-130856";2016-04-11;112;1132;0
"284102";"K7-113-1132-130857";2016-04-11;112;1132;0
"284103";"K7-113-1132-130858";2016-04-11;112;1132;0
"284104";"K7-113-1132-130859";2016-04-11;112;1132;0
"284105";"K7-113-1132-130860";2016-04-11;112;1132;0
"284106";"K7-113-1132-130861";2016-04-11;112;1132;0
"284107";"K7-113-1132-130862";2016-04-11;112;1132;0
"284108";"K7-113-1132-130863";2016-04-11;112;1132;0
"284109";"K7-113-1132-130864";2016-04-11;112;1132;0
"284110";"K7-113-1132-130865";2016-04-11;112;1132;0
"284111";"K7-113-1132-130866";2016-04-11;112;1132;0
"284112";"K7-113-1132-130867";2016-04-11;112;1132;0
"284113";"K7-113-1132-130868";2016-04-11;112;1132;0
"284114";"K7-113-1132-130869";2016-04-11;112;1132;0
"284115";"K7-113-1132-130870";2016-04-11;112;1132;0
"284116";"K7-113-1132-130871";2016-04-11;112;1132;0
"284117";"K7-113-1132-130872";2016-04-12;112;1132;0
"284118";"K7-113-1132-130873";2016-04-12;112;1132;0
"284119";"K7-113-1132-130874";2016-04-12;112;1132;0
"284120";"K7-113-1132-130875";2016-04-12;112;1132;0
"284121";"K7-113-1132-130876";2016-04-12;112;1132;0
"284122";"K7-113-1132-130877";2016-04-12;112;1132;0
"284123";"K7-113-1132-130878";2016-04-12;112;1132;0
"284124";"K7-113-1132-130879";2016-04-12;112;1132;0
"284125";"K7-113-1132-130880";2016-04-12;112;1132;0
"284126";"K7-113-1132-130881";2016-04-12;112;1132;0
"284127";"K7-113-1132-130882";2016-04-12;112;1132;0
"284128";"K7-113-1132-130883";2016-04-12;112;1132;0
"284129";"K7-113-1132-130884";2016-04-12;112;1132;0
"284130";"K7-113-1132-130885";2016-04-12;112;1132;0
"284131";"K7-113-1132-130886";2016-04-12;112;1132;0
"284132";"K7-113-1132-130887";2016-04-12;112;1132;0
"284133";"K7-113-1132-130888";2016-04-12;112;1132;0
"284134";"K7-113-1132-130889";2016-04-12;112;1132;0
"284135";"K7-113-1132-130890";2016-04-12;112;1132;0
"284136";"K7-113-1132-130891";2016-04-12;112;1132;0
"284137";"K7-113-1132-130892";2016-04-12;112;1132;0
"284138";"K7-113-1132-130893";2016-04-12;112;1132;0
"284139";"K7-113-1132-130894";2016-04-12;112;1132;0
"284140";"K7-113-1132-130895";2016-04-12;112;1132;0
"284141";"K7-113-1132-130896";2016-04-12;112;1132;0
"284142";"K7-113-1132-130897";2016-04-12;112;1132;0
"284143";"K7-113-1132-130898";2016-04-12;112;1132;0
"284144";"K7-113-1132-130899";2016-04-12;112;1132;0
"284145";"K7-113-1132-130900";2016-04-12;112;1132;0
"284146";"K7-113-1132-130901";2016-04-12;112;1132;0
"284147";"K7-113-1132-130902";2016-04-12;112;1132;0
"284148";"K7-113-1132-130903";2016-04-12;112;1132;0
"284149";"K7-113-1132-130904";2016-04-12;112;1132;0
"284150";"K7-113-1132-130905";2016-04-12;112;1132;0
"284151";"K7-113-1132-130906";2016-04-12;112;1132;0
"284152";"K7-113-1132-130907";2016-04-12;112;1132;0
"284153";"K7-113-1132-130908";2016-04-12;112;1132;0
"284154";"K7-113-1132-130909";2016-04-12;112;1132;0
"284155";"K7-113-1132-130910";2016-04-12;112;1132;0
"284156";"K7-113-1132-130911";2016-04-12;112;1132;0
"284157";"K7-113-1132-130912";2016-04-12;112;1132;0
"284158";"K7-113-1132-130913";2016-04-12;112;1132;0
"284159";"K7-113-1132-130914";2016-04-12;112;1132;0
"284160";"K7-113-1132-130915";2016-04-12;112;1132;0
"284161";"K7-113-1132-130916";2016-04-12;112;1132;0
"284162";"K7-113-1132-130917";2016-04-12;112;1132;0
"284163";"K7-113-1132-130918";2016-04-12;112;1132;0
"284164";"K7-113-1132-130919";2016-04-12;112;1132;0
"284165";"K7-113-1132-130920";2016-04-12;112;1132;0
"284166";"K7-113-1132-130921";2016-04-12;112;1132;0
"284167";"K7-113-1132-130922";2016-04-12;112;1132;0
"284168";"K7-113-1132-130923";2016-04-12;112;1132;0
"284169";"K7-113-1132-130924";2016-04-12;112;1132;0
"284170";"K7-113-1132-130925";2016-04-12;112;1132;0
"284171";"K7-113-1132-130926";2016-04-12;112;1132;0
"284172";"K7-113-1132-130927";2016-04-12;112;1132;0
"284173";"K7-113-1132-130928";2016-04-12;112;1132;0
"284174";"K7-113-1132-130929";2016-04-12;112;1132;0
"284175";"K7-113-1132-130930";2016-04-12;112;1132;0
"284176";"K7-113-1132-130931";2016-04-12;112;1132;0
"284177";"K7-113-1132-130932";2016-04-12;112;1132;0
"284178";"K7-113-1132-130933";2016-04-12;112;1132;0
"284179";"K7-113-1132-130934";2016-04-12;112;1132;0
"284180";"K7-113-1132-130935";2016-04-12;112;1132;0
"284181";"K7-113-1132-130936";2016-04-12;112;1132;0
"284182";"K7-113-1132-130937";2016-04-12;112;1132;0
"284183";"K7-113-1132-130938";2016-04-12;112;1132;0
"284184";"K7-113-1132-130939";2016-04-12;112;1132;0
"284185";"K7-113-1132-130940";2016-04-12;112;1132;0
"284186";"K7-113-1132-130941";2016-04-12;112;1132;0
"284187";"K7-113-1132-130942";2016-04-12;112;1132;0
"284188";"K7-113-1132-130943";2016-04-12;112;1132;0
"284189";"K7-113-1132-130944";2016-04-12;112;1132;0
"284190";"K7-113-1132-130945";2016-04-12;112;1132;0
"284191";"K7-113-1132-130946";2016-04-12;112;1132;0
"284192";"K7-113-1132-130947";2016-04-12;112;1132;0
"284193";"K7-113-1132-130948";2016-04-12;112;1132;0
"284194";"K7-113-1132-130949";2016-04-12;112;1132;0
"284195";"K7-113-1132-130950";2016-04-12;112;1132;0
"284196";"K7-113-1132-130951";2016-04-12;112;1132;0
"284197";"K7-113-1132-130952";2016-04-12;112;1132;0
"284198";"K7-113-1132-130953";2016-04-12;112;1132;0
"284199";"K7-113-1132-130954";2016-04-12;112;1132;0
"284200";"K7-113-1132-130955";2016-04-12;112;1132;0
"284201";"K7-113-1132-130956";2016-04-12;112;1132;0
"284202";"K7-113-1132-130957";2016-04-12;112;1132;0
"284203";"K7-113-1132-130958";2016-04-12;112;1132;0
"284204";"K7-113-1132-130959";2016-04-12;112;1132;0
"284205";"K7-113-1132-130960";2016-04-12;112;1132;0
"284206";"K7-113-1132-130961";2016-04-12;112;1132;0
"284207";"K7-113-1132-130962";2016-04-12;112;1132;0
"284208";"K7-113-1132-130963";2016-04-12;112;1132;0
"284209";"K7-113-1132-130964";2016-04-12;112;1132;0
"284210";"K7-113-1132-130965";2016-04-12;112;1132;0
"284211";"K7-113-1132-130966";2016-04-12;112;1132;0
"284212";"K7-113-1132-130967";2016-04-12;112;1132;0
"284213";"K7-113-1132-130968";2016-04-12;112;1132;0
"284214";"K7-113-1132-130969";2016-04-12;112;1132;0
"284215";"K7-113-1132-130970";2016-04-12;112;1132;0
"284216";"K7-113-1132-130971";2016-04-12;112;1132;0
"284217";"K7-113-1132-130972";2016-04-12;112;1132;0
"284218";"K7-113-1132-130973";2016-04-12;112;1132;0
"284219";"K7-113-1132-130974";2016-04-12;112;1132;0
"284220";"K7-113-1132-130975";2016-04-12;112;1132;0
"284221";"K7-113-1132-130976";2016-04-12;112;1132;0
"284222";"K7-113-1132-130977";2016-04-12;112;1132;0
"284223";"K7-113-1132-130978";2016-04-12;112;1132;0
"284224";"K7-113-1132-130979";2016-04-13;112;1132;0
"284225";"K7-113-1132-130980";2016-04-13;112;1132;0
"284226";"K7-113-1132-130981";2016-04-13;112;1132;0
"284227";"K7-113-1132-130982";2016-04-13;112;1132;0
"284228";"K7-113-1132-130983";2016-04-13;112;1132;0
"284229";"K7-113-1132-130984";2016-04-13;112;1132;0
"284230";"K7-113-1132-130985";2016-04-13;112;1132;0
"284231";"K7-113-1132-130986";2016-04-13;112;1132;0
"284232";"K7-113-1132-130987";2016-04-13;112;1132;0
"284233";"K7-113-1132-130988";2016-04-13;112;1132;0
"284234";"K7-113-1132-130989";2016-04-13;112;1132;0
"284235";"K7-113-1132-130990";2016-04-13;112;1132;0
"284236";"K7-113-1132-130991";2016-04-13;112;1132;0
"284237";"K7-113-1132-130992";2016-04-13;112;1132;0
"284238";"K7-113-1132-130993";2016-04-13;112;1132;0
"284239";"K7-113-1132-130994";2016-04-13;112;1132;0
"284240";"K7-113-1132-130995";2016-04-13;112;1132;0
"284241";"K7-113-1132-130996";2016-04-13;112;1132;0
"284242";"K7-113-1132-130997";2016-04-13;112;1132;0
"284243";"K7-113-1132-130998";2016-04-13;112;1132;0
"284244";"K7-113-1132-130999";2016-04-13;112;1132;0
"284245";"K7-113-1132-131000";2016-04-13;112;1132;0
"284246";"K7-113-1132-131001";2016-04-13;112;1132;0
"284247";"K7-113-1132-131002";2016-04-13;112;1132;0
"284248";"K7-113-1132-131003";2016-04-13;112;1132;0
"284249";"K7-113-1132-131004";2016-04-13;112;1132;0
"284250";"K7-113-1132-131005";2016-04-13;112;1132;0
"284251";"K7-113-1132-131006";2016-04-13;112;1132;0
"284252";"K7-113-1132-131007";2016-04-13;112;1132;0
"284253";"K7-113-1132-131008";2016-04-13;112;1132;0
"284254";"K7-113-1132-131009";2016-04-13;112;1132;0
"284255";"K7-113-1132-131010";2016-04-13;112;1132;0
"284256";"K7-113-1132-131011";2016-04-13;112;1132;0
"284257";"K7-113-1132-131012";2016-04-13;112;1132;0
"284258";"K7-113-1132-131013";2016-04-13;112;1132;0
"284259";"K7-113-1132-131014";2016-04-13;112;1132;0
"284260";"K7-113-1132-131015";2016-04-13;112;1132;0
"284261";"K7-113-1132-131016";2016-04-13;112;1132;0
"284262";"K7-113-1132-131017";2016-04-13;112;1132;0
"284263";"K7-113-1132-131018";2016-04-13;112;1132;0
"284264";"K7-113-1132-131019";2016-04-13;112;1132;0
"284265";"K7-113-1132-131020";2016-04-13;112;1132;0
"284266";"K7-113-1132-131021";2016-04-13;112;1132;0
"284267";"K7-113-1132-131022";2016-04-13;112;1132;0
"284268";"K7-113-1132-131023";2016-04-13;112;1132;0
"284269";"K7-113-1132-131024";2016-04-13;112;1132;0
"284270";"K7-113-1132-131025";2016-04-13;112;1132;0
"284271";"K7-113-1132-131026";2016-04-13;112;1132;0
"284272";"K7-113-1132-131027";2016-04-13;112;1132;0
"284273";"K7-113-1132-131028";2016-04-13;112;1132;0
"284274";"K7-113-1132-131029";2016-04-13;112;1132;0
"284275";"K7-113-1132-131030";2016-04-13;112;1132;0
"284276";"K7-113-1132-131031";2016-04-13;112;1132;0
"284277";"K7-113-1132-131032";2016-04-13;112;1132;0
"284278";"K7-113-1132-131033";2016-04-13;112;1132;0
"284279";"K7-113-1132-131034";2016-04-13;112;1132;0
"284280";"K7-113-1132-131035";2016-04-13;112;1132;0
"284281";"K7-113-1132-131036";2016-04-13;112;1132;0
"284282";"K7-113-1132-131037";2016-04-13;112;1132;0
"284283";"K7-113-1132-131038";2016-04-13;112;1132;0
"284284";"K7-113-1132-131039";2016-04-13;112;1132;0
"284285";"K7-113-1132-131040";2016-04-13;112;1132;0
"284286";"K7-113-1132-131041";2016-04-13;112;1132;0
"284287";"K7-113-1132-131042";2016-04-13;112;1132;0
"284288";"K7-113-1132-131043";2016-04-13;112;1132;0
"284289";"K7-113-1132-131044";2016-04-13;112;1132;0
"284290";"K7-113-1132-131045";2016-04-13;112;1132;0
"284291";"K7-113-1132-131046";2016-04-13;112;1132;0
"284292";"K7-113-1132-131047";2016-04-13;112;1132;0
"284293";"K7-113-1132-131048";2016-04-13;112;1132;0
"284294";"K7-113-1132-131049";2016-04-13;112;1132;0
"284295";"K7-113-1132-131050";2016-04-13;112;1132;0
"284296";"K7-113-1132-131051";2016-04-13;112;1132;0
"284297";"K7-113-1132-131052";2016-04-13;112;1132;0
"284298";"K7-113-1132-131053";2016-04-13;112;1132;0
"284299";"K7-113-1132-131054";2016-04-13;112;1132;0
"284300";"K7-113-1132-131055";2016-04-13;112;1132;0
"284301";"K7-113-1132-131056";2016-04-13;112;1132;0
"284302";"K7-113-1132-131057";2016-04-13;112;1132;0
"284303";"K7-113-1132-131058";2016-04-13;112;1132;0
"284304";"K7-113-1132-131059";2016-04-13;112;1132;0
"284305";"K7-113-1132-131060";2016-04-13;112;1132;0
"284306";"K7-113-1132-131061";2016-04-13;112;1132;0
"284307";"K7-113-1132-131062";2016-04-13;112;1132;0
"284308";"K7-113-1132-131063";2016-04-13;112;1132;0
"284309";"K7-113-1132-131064";2016-04-13;112;1132;0
"284310";"K7-113-1132-131065";2016-04-13;112;1132;0
"284311";"K7-113-1132-131066";2016-04-13;112;1132;0
"284312";"K7-113-1132-131067";2016-04-13;112;1132;0
"284313";"K7-113-1132-131068";2016-04-13;112;1132;0
"284314";"K7-113-1132-131069";2016-04-13;112;1132;0
"284315";"K7-113-1132-131070";2016-04-13;112;1132;0
"284316";"K7-113-1132-131071";2016-04-13;112;1132;0
"284317";"K7-113-1132-131072";2016-04-13;112;1132;0
"284318";"K7-113-1132-131073";2016-04-13;112;1132;0
"284319";"K7-113-1132-131074";2016-04-13;112;1132;0
"284320";"K7-113-1132-131075";2016-04-13;112;1132;0
"284321";"K7-113-1132-131076";2016-04-13;112;1132;0
"284322";"K7-113-1132-131077";2016-04-13;112;1132;0
"284323";"K7-113-1132-131078";2016-04-13;112;1132;0
"284324";"K7-113-1132-131079";2016-04-13;112;1132;0
"284325";"K7-113-1132-131080";2016-04-13;112;1132;0
"284326";"K7-113-1132-131081";2016-04-13;112;1132;0
"284327";"K7-113-1132-131082";2016-04-13;112;1132;0
"284328";"K7-113-1132-131083";2016-04-13;112;1132;0
"284329";"K7-113-1132-131084";2016-04-13;112;1132;0
"284330";"K7-113-1132-131085";2016-04-13;112;1132;0
"284331";"K7-113-1132-131086";2016-04-13;112;1132;0
"284332";"K7-113-1132-131087";2016-04-13;112;1132;0
"284333";"K7-113-1132-131088";2016-04-13;112;1132;0
"284334";"K7-113-1132-131089";2016-04-13;112;1132;0
"284335";"K7-113-1132-131090";2016-04-13;112;1132;0
"284336";"K7-113-1132-131091";2016-04-13;112;1132;0
"284337";"K7-113-1132-131092";2016-04-13;112;1132;0
"284338";"K7-113-1132-131093";2016-04-13;112;1132;0
"284339";"K7-113-1132-131094";2016-04-13;112;1132;0
"284340";"K7-113-1132-131095";2016-04-13;112;1132;0
"284341";"K7-113-1132-131096";2016-04-13;112;1132;0
"284342";"K7-113-1132-131097";2016-04-14;112;1132;0
"284343";"K7-113-1132-131098";2016-04-14;112;1132;0
"284344";"K7-113-1132-131099";2016-04-14;112;1132;0
"284345";"K7-113-1132-131100";2016-04-14;112;1132;0
"284346";"K7-113-1132-131101";2016-04-14;112;1132;0
"284347";"K7-113-1132-131102";2016-04-14;112;1132;0
"284348";"K7-113-1132-131103";2016-04-14;112;1132;0
"284349";"K7-113-1132-131104";2016-04-14;112;1132;0
"284350";"K7-113-1132-131105";2016-04-14;112;1132;0
"284351";"K7-113-1132-131106";2016-04-14;112;1132;0
"284352";"K7-113-1132-131107";2016-04-14;112;1132;0
"284353";"K7-113-1132-131108";2016-04-14;112;1132;0
"284354";"K7-113-1132-131109";2016-04-14;112;1132;0
"284355";"K7-113-1132-131110";2016-04-14;112;1132;0
"284356";"K7-113-1132-131111";2016-04-14;112;1132;0
"284357";"K7-113-1132-131112";2016-04-14;112;1132;0
"284358";"K7-113-1132-131113";2016-04-14;112;1132;0
"284359";"K7-113-1132-131114";2016-04-14;112;1132;0
"284360";"K7-113-1132-131115";2016-04-14;112;1132;0
"284361";"K7-113-1132-131116";2016-04-14;112;1132;0
"284362";"K7-113-1132-131117";2016-04-14;112;1132;0
"284363";"K7-113-1132-131118";2016-04-14;112;1132;0
"284364";"K7-113-1132-131119";2016-04-14;112;1132;0
"284365";"K7-113-1132-131120";2016-04-14;112;1132;0
"284366";"K7-113-1132-131121";2016-04-14;112;1132;0
"284367";"K7-113-1132-131122";2016-04-14;112;1132;0
"284368";"K7-113-1132-131123";2016-04-14;112;1132;0
"284369";"K7-113-1132-131124";2016-04-14;112;1132;0
"284370";"K7-113-1132-131125";2016-04-14;112;1132;0
"284371";"K7-113-1132-131126";2016-04-14;112;1132;0
"284372";"K7-113-1132-131127";2016-04-14;112;1132;0
"284373";"K7-113-1132-131128";2016-04-14;112;1132;0
"284374";"K7-113-1132-131129";2016-04-14;112;1132;0
"284375";"K7-113-1132-131130";2016-04-14;112;1132;0
"284376";"K7-113-1132-131131";2016-04-14;112;1132;0
"284377";"K7-113-1132-131132";2016-04-14;112;1132;0
"284378";"K7-113-1132-131133";2016-04-14;112;1132;0
"284379";"K7-113-1132-131134";2016-04-14;112;1132;0
"284380";"K7-113-1132-131135";2016-04-14;112;1132;0
"284381";"K7-113-1132-131136";2016-04-14;112;1132;0
"284382";"K7-113-1132-131137";2016-04-14;112;1132;0
"284383";"K7-113-1132-131138";2016-04-14;112;1132;0
"284384";"K7-113-1132-131139";2016-04-14;112;1132;0
"284385";"K7-113-1132-131140";2016-04-14;112;1132;0
"284386";"K7-113-1132-131141";2016-04-14;112;1132;0
"284387";"K7-113-1132-131142";2016-04-14;112;1132;0
"284388";"K7-113-1132-131143";2016-04-14;112;1132;0
"284389";"K7-113-1132-131144";2016-04-14;112;1132;0
"284390";"K7-113-1132-131145";2016-04-14;112;1132;0
"284391";"K7-113-1132-131146";2016-04-14;112;1132;0
"284392";"K7-113-1132-131147";2016-04-14;112;1132;0
"284393";"K7-113-1132-131148";2016-04-14;112;1132;0
"284394";"K7-113-1132-131149";2016-04-14;112;1132;0
"284395";"K7-113-1132-131150";2016-04-14;112;1132;0
"284396";"K7-113-1132-131151";2016-04-14;112;1132;0
"284397";"K7-113-1132-131152";2016-04-14;112;1132;0
"284398";"K7-113-1132-131153";2016-04-14;112;1132;0
"284399";"K7-113-1132-131154";2016-04-14;112;1132;0
"284400";"K7-113-1132-131155";2016-04-14;112;1132;0
"284401";"K7-113-1132-131156";2016-04-14;112;1132;0
"284402";"K7-113-1132-131157";2016-04-14;112;1132;0
"284403";"K7-113-1132-131158";2016-04-14;112;1132;0
"284404";"K7-113-1132-131159";2016-04-14;112;1132;0
"284405";"K7-113-1132-131160";2016-04-14;112;1132;0
"284406";"K7-113-1132-131161";2016-04-14;112;1132;0
"284407";"K7-113-1132-131162";2016-04-14;112;1132;0
"284408";"K7-113-1132-131163";2016-04-14;112;1132;0
"284409";"K7-113-1132-131164";2016-04-14;112;1132;0
"284410";"K7-113-1132-131165";2016-04-14;112;1132;0
"284411";"K7-113-1132-131166";2016-04-14;112;1132;0
"284412";"K7-113-1132-131167";2016-04-14;112;1132;0
"284413";"K7-113-1132-131168";2016-04-14;112;1132;0
"284414";"K7-113-1132-131169";2016-04-14;112;1132;0
"284415";"K7-113-1132-131170";2016-04-14;112;1132;0
"284416";"K7-113-1132-131171";2016-04-14;112;1132;0
"284417";"K7-113-1132-131172";2016-04-14;112;1132;0
"284418";"K7-113-1132-131173";2016-04-14;112;1132;0
"284419";"K7-113-1132-131174";2016-04-14;112;1132;0
"284420";"K7-113-1132-131175";2016-04-14;112;1132;0
"284421";"K7-113-1132-131176";2016-04-14;112;1132;0
"284422";"K7-113-1132-131177";2016-04-14;112;1132;0
"284423";"K7-113-1132-131178";2016-04-14;112;1132;0
"284424";"K7-113-1132-131179";2016-04-14;112;1132;0
"284425";"K7-113-1132-131180";2016-04-14;112;1132;0
"284426";"K7-113-1132-131181";2016-04-14;112;1132;0
"284427";"K7-113-1132-131182";2016-04-14;112;1132;0
"284428";"K7-113-1132-131183";2016-04-14;112;1132;0
"284429";"K7-113-1132-131184";2016-04-14;112;1132;0
"284430";"K7-113-1132-131185";2016-04-14;112;1132;0
"284431";"K7-113-1132-131186";2016-04-14;112;1132;0
"284432";"K7-113-1132-131187";2016-04-14;112;1132;0
"284433";"K7-113-1132-131188";2016-04-14;112;1132;0
"284434";"K7-113-1132-131189";2016-04-14;112;1132;0
"284435";"K7-113-1132-131190";2016-04-14;112;1132;0
"284436";"K7-113-1132-131191";2016-04-14;112;1132;0
"284437";"K7-113-1132-131192";2016-04-14;112;1132;0
"284438";"K7-113-1132-131193";2016-04-14;112;1132;0
"284439";"K7-113-1132-131194";2016-04-14;112;1132;0
"284440";"K7-113-1132-131195";2016-04-14;112;1132;0
"284441";"K7-113-1132-131196";2016-04-14;112;1132;0
"284442";"K7-113-1132-131197";2016-04-14;112;1132;0
"284443";"K7-113-1132-131198";2016-04-14;112;1132;0
"284444";"K7-113-1132-131199";2016-04-14;112;1132;0
"284445";"K7-113-1132-131200";2016-04-14;112;1132;0
"284446";"K7-113-1132-131201";2016-04-15;112;1132;0
"284447";"K7-113-1132-131202";2016-04-15;112;1132;0
"284448";"K7-113-1132-131203";2016-04-15;112;1132;0
"284449";"K7-113-1132-131204";2016-04-15;112;1132;0
"284450";"K7-113-1132-131205";2016-04-15;112;1132;0
"284451";"K7-113-1132-131206";2016-04-15;112;1132;0
"284452";"K7-113-1132-131207";2016-04-15;112;1132;0
"284453";"K7-113-1132-131208";2016-04-15;112;1132;0
"284454";"K7-113-1132-131209";2016-04-15;112;1132;0
"284455";"K7-113-1132-131210";2016-04-15;112;1132;0
"284456";"K7-113-1132-131211";2016-04-15;112;1132;0
"284457";"K7-113-1132-131212";2016-04-15;112;1132;0
"284458";"K7-113-1132-131213";2016-04-15;112;1132;0
"284459";"K7-113-1132-131214";2016-04-15;112;1132;0
"284460";"K7-113-1132-131215";2016-04-15;112;1132;0
"284461";"K7-113-1132-131216";2016-04-15;112;1132;0
"284462";"K7-113-1132-131217";2016-04-15;112;1132;0
"284463";"K7-113-1132-131218";2016-04-15;112;1132;0
"284464";"K7-113-1132-131219";2016-04-15;112;1132;0
"284465";"K7-113-1132-131220";2016-04-15;112;1132;0
"284466";"K7-113-1132-131221";2016-04-15;112;1132;0
"284467";"K7-113-1132-131222";2016-04-15;112;1132;0
"284468";"K7-113-1132-131223";2016-04-15;112;1132;0
"284469";"K7-113-1132-131224";2016-04-15;112;1132;0
"284470";"K7-113-1132-131225";2016-04-15;112;1132;0
"284471";"K7-113-1132-131226";2016-04-15;112;1132;0
"284472";"K7-113-1132-131227";2016-04-15;112;1132;0
"284473";"K7-113-1132-131228";2016-04-15;112;1132;0
"284474";"K7-113-1132-131229";2016-04-15;112;1132;0
"284475";"K7-113-1132-131230";2016-04-15;112;1132;0
"284476";"K7-113-1132-131231";2016-04-15;112;1132;0
"284477";"K7-113-1132-131232";2016-04-15;112;1132;0
"284478";"K7-113-1132-131233";2016-04-15;112;1132;0
"284479";"K7-113-1132-131234";2016-04-15;112;1132;0
"284480";"K7-113-1132-131235";2016-04-15;112;1132;0
"284481";"K7-113-1132-131236";2016-04-15;112;1132;0
"284482";"K7-113-1132-131237";2016-04-15;112;1132;0
"284483";"K7-113-1132-131238";2016-04-15;112;1132;0
"284484";"K7-113-1132-131239";2016-04-15;112;1132;0
"284485";"K7-113-1132-131240";2016-04-15;112;1132;0
"284486";"K7-113-1132-131241";2016-04-15;112;1132;0
"284487";"K7-113-1132-131242";2016-04-15;112;1132;0
"284488";"K7-113-1132-131243";2016-04-15;112;1132;0
"284489";"K7-113-1132-131244";2016-04-15;112;1132;0
